PERMNO,2011-07-29,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-30,2012-01-31,2012-02-29,2012-03-30,2012-04-30,2012-05-31,2012-06-29,2012-07-31,2012-08-31,2012-09-28,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-28,2013-04-30,2013-05-31,2013-06-28,2013-07-31,2013-08-30,2013-09-30,2013-10-31,2013-11-29,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-30,2014-06-30,2014-07-31,2014-08-29,2014-09-30,2014-10-31,2014-11-28,2014-12-31,2015-01-30,2015-02-27,2015-03-31
84597,-0.056381,-0.162582,-0.043577,0.145189,-0.029201,-0.039288,0.033227,0.158907,0.057311,-0.045086,-0.086748,-0.009324,-0.06,0.074749,-0.101695,0.02082,0.038241,0.068518,0.158834,-0.019598,0.084692,-0.030068,0.177298,0.036263,0.116509,-0.050314,0.019868,0.041253,0.078503,0.064628,0.019909,0.0736,0.015555,-0.056848,-0.048903,0.033289,0.028389,0.030822,0.007853,0.011088,0.030231,0.033805,-0.094746,0.124421,0.027295
84604,-0.142857,-0.125926,-0.101695,0.207547,-0.125,0.035714,-0.051724,0.168182,0.023346,-0.159696,-0.185792,-0.355341,-0.110345,-0.156977,0.112644,-0.380165,-0.08,-0.057971,0.107692,-0.065972,-0.144981,-0.008696,0.078947,-0.146342,0.076191,-0.026549,0.473636,0.085749,0.102273,-0.015464,0.670157,0.206896,-0.116883,-0.132353,-0.00339,-0.044218,-0.078292,-0.011583,-0.054687,0.008264,-0.102459,0.077625,-0.067797,0.063636,-0.226496
84606,0.113563,-0.051865,-0.032575,0.230623,-0.070728,0.026667,-0.006493,0.050654,0.082944,0.035424,-0.168285,-0.05114,0.070885,-0.028446,0.057996,0.07983,0.097092,0.060198,0.036864,-0.013486,0.091135,0.159074,-0.000983,0.04459,0.155367,-0.06683,0.16099,0.088265,0.116359,-0.012384,-0.104284,-0.107326,0.087036,0.105795,0.025005,0.023335,0.037313,0.065148,-0.103377,0.123038,0.081983,-0.054589,-0.173224,0.244768,0.039823
84607,-0.043796,-0.389313,-0.38125,0.0,-0.040404,-0.092316,0.368433,-0.080508,0.099078,-0.052411,-0.09292,0.078049,0.126697,-0.056225,0.202128,-0.176991,0.004301,-0.079229,0.4,-0.031561,-0.001715,-0.249141,-0.217391,0.052632,0.169444,-0.076009,0.151671,0.189732,-0.018762,-0.021033,-0.048828,0.002053,0.034836,-0.043564,-0.115942,-0.035129,-0.014563,0.078818,0.299087,-0.093146,0.007752,0.019231,-0.024528,0.046422,0.005545
84624,-0.076534,-0.077025,-0.120884,0.152629,-0.439847,-0.114234,0.305533,0.10564,-0.082582,-0.120123,-0.146997,-0.196889,-0.318043,0.147235,-0.054723,-0.06754,0.133777,0.005867,0.120544,0.029497,0.202809,0.09248,0.103035,-0.114729,-0.013573,-0.204172,0.069158,-0.125978,0.09818,0.070109,0.077196,0.171146,-0.082931,-0.02151,0.084343,-0.008688,-0.024624,-0.01027,-0.146347,0.057483,0.06705,0.013914,0.023019,0.07659,-0.268087
84636,0.06215,-0.073435,-0.182711,0.118946,-0.037742,0.009356,0.092692,0.102773,0.061703,0.0095,-0.058677,0.043811,0.034084,0.02152,0.004277,-0.016502,-0.00433,-0.002446,0.010082,-0.012948,0.014795,-0.031857,0.052426,0.014308,0.068704,-0.028844,0.036075,0.059411,0.042519,0.016755,-0.049653,0.058179,0.051426,-0.078915,-0.025435,0.05553,0.007174,0.007339,-0.040799,0.036938,-0.033031,0.046319,-0.070359,0.085806,0.012529
84656,-0.15666,-0.149486,-0.131136,0.191134,-0.069933,0.003941,0.179473,0.062767,0.006757,-0.06428,-0.071087,-0.054489,0.034943,0.05639,0.045202,-0.070518,0.056597,0.116468,-0.023594,-0.001824,0.060755,0.105294,0.033237,-0.013638,0.056596,-0.003546,0.079155,0.021055,0.046285,-0.011415,-0.012309,0.06827,0.041623,0.016243,0.044518,0.005472,-0.066335,0.047432,-0.113511,-0.001958,0.084587,0.072353,-0.000565,0.065812,0.046844
84723,0.124454,-0.247573,-0.335484,1.225243,-0.118674,-0.139604,0.471807,0.175919,-0.003989,0.222296,-0.233206,0.049858,-0.075305,0.082905,0.052168,0.036059,0.044127,0.117857,0.130458,0.003297,0.314554,0.017143,0.030548,-0.054174,0.029179,-0.020301,0.219721,0.165788,-0.005276,0.089164,0.019017,0.124943,0.119765,0.019874,0.206554,0.052709,-0.01311,0.134257,-0.002866,-0.062851,-0.120133,0.066828,0.01392,0.129588,-0.040059
84761,-0.117147,-0.020015,-0.037821,0.240566,-0.11597,-0.028674,0.151292,-0.009615,-0.004207,-0.083198,-0.183268,-0.178819,-0.071882,0.167426,0.018537,0.068008,0.109417,-0.109943,0.105359,0.202958,0.103142,-0.055108,0.090432,-0.100361,0.172679,0.045856,-0.010349,-0.014309,-0.086544,0.061736,0.104203,0.030761,0.109256,-0.070679,0.012267,0.078042,0.006295,0.050492,-0.018715,0.146511,0.045747,0.013377,0.060292,-0.108681,-0.039071
84769,-0.094462,-0.039067,-0.131865,0.164827,-0.045483,0.001654,0.199163,0.028109,0.069961,-0.027271,-0.085139,0.034499,0.072105,0.033798,-0.030968,0.02123,0.029769,0.046592,0.044359,0.04869,0.054968,0.011654,0.031515,0.001861,0.007955,-0.035514,0.023888,0.037607,0.058662,0.051529,-0.025791,0.013122,0.043513,0.040371,0.00472,0.007724,-0.001765,0.071124,-0.028153,0.013018,0.0603,0.005687,-0.001858,0.051201,0.045962
84776,-0.065993,-0.241891,-0.225539,0.200857,-0.054922,-0.056226,0.233906,0.003564,-0.061027,0.01238,-0.033288,-0.088545,0.007325,0.036739,0.084533,-0.028931,0.006309,0.059213,0.105557,-0.020226,0.112022,-0.058695,0.025522,-0.125283,0.025041,-0.025698,0.039961,0.037165,-0.109627,0.015443,-0.029922,0.078864,-0.167966,0.00039,-0.004684,0.013333,-0.133671,-0.026091,-0.297625,-0.060345,-0.016231,0.09593,-0.232215,0.314685,0.145612
84788,0.088171,-0.032761,0.004646,-0.012579,-0.099386,-0.099797,0.123281,-0.075859,0.126996,0.145129,-0.081889,0.072519,0.021677,0.064166,0.024369,-0.084252,0.082256,-0.004682,0.058317,-0.004633,0.008401,-0.047581,0.060636,0.031538,0.084735,-0.067193,0.112677,0.164374,0.081285,0.013135,-0.100554,0.009507,-0.071072,-0.095833,0.027685,0.03913,-0.036302,0.08323,-0.048962,-0.052661,0.108623,-0.08354,0.142355,0.072293,-0.021202
84808,0.102965,-0.189372,-0.080233,0.144469,0.077903,-0.062904,0.088312,0.098863,-0.085191,0.048085,-0.259082,-0.046231,0.05611,-0.0242,-0.058153,-0.021792,-0.030322,0.131142,0.008998,0.027618,0.097704,0.068275,0.101874,-0.011339,0.09226,-0.066396,0.112223,-0.021812,-0.008437,-0.040113,-0.096966,0.114662,-0.047428,0.001558,0.031104,-0.021116,-0.152944,0.050692,-0.214126,-0.037959,-0.136273,-0.052975,-0.192056,-0.166751,-0.206813
84827,-0.054496,-0.163545,0.205857,0.264286,-0.549153,-0.053885,-0.034437,-0.028807,-0.088983,-0.210853,-0.05501,0.193347,-0.268293,0.019048,0.294392,-0.126408,0.010393,-0.00409,0.12115,0.032967,-0.005319,0.240642,0.132184,0.090102,0.135041,-0.163077,0.151961,-0.070213,-0.017162,0.102445,-0.059134,0.034792,0.165944,0.124651,0.000827,0.181818,-0.195105,0.078193,0.005641,-0.082532,0.034935,-0.064135,0.014427,0.066667,0.047917
85002,0.027972,-0.156463,-0.096774,-0.125,-0.255102,0.020548,0.207919,0.155684,0.480769,-0.458247,-0.221143,-0.036627,1.414802,0.744212,-0.018331,0.373471,0.375059,-0.120355,0.04845,0.082994,0.261307,-0.214073,0.217286,0.076068,-0.027787,-0.077119,0.383826,-0.176053,-0.521007,0.092811,0.196858,0.19073,-0.172236,0.545152,-0.092917,-0.115499,-0.283652,0.074508,-0.079808,-0.233649,0.047619,-0.145809,-0.170698,0.158333,-0.044604
85035,0.102941,-0.078519,0.019293,0.157729,-0.151226,-0.133226,-0.075926,-0.044088,0.044025,-0.130522,-0.12933,0.127321,-0.087059,-0.033505,0.052,0.116603,-0.019296,0.037037,0.116071,-0.078,0.154013,0.054511,-0.016934,-0.030825,-0.029934,-0.043394,0.137097,-0.069149,0.005714,-0.022727,0.032946,0.32833,0.112994,0.071066,0.114929,0.019129,0.163712,0.117384,-0.074579,0.127383,0.122982,0.135524,0.113171,-0.060512,0.148415
85067,-0.066119,-0.040124,-0.056502,0.155874,0.033466,-0.00601,0.088996,-0.07173,-0.024934,0.088026,0.030508,0.137113,-0.024155,0.078812,0.097996,-0.076021,0.143168,0.003651,0.084625,0.06271,0.098791,-0.003501,-0.062367,-0.00201,0.009936,-0.001462,0.200747,0.07571,-0.059959,-0.033187,-0.036827,0.128983,-0.06131,-0.051048,0.050623,-0.037153,-0.038587,-0.00278,-0.025971,0.207575,0.082026,0.046765,0.016047,0.063801,0.127132
85072,0.018551,0.015103,-0.052586,0.224287,-0.106619,-0.025236,0.100811,0.142961,0.004605,-0.011817,-0.13624,-0.056048,0.030558,0.099141,-0.044248,0.016267,0.022122,-0.043096,0.110459,0.041987,-0.021675,0.072471,-0.035742,-0.005426,0.047888,-0.091453,-0.001693,0.005524,0.057897,0.010215,-0.111457,0.026707,0.001862,-0.059405,0.013939,0.049909,-0.030058,0.08559,-0.023759,0.000668,0.121694,0.00384,-0.098671,-0.176643,-0.039371
85168,0.182367,-0.137385,-0.224393,0.378626,-0.017719,-0.109357,0.041139,0.169605,-0.074844,0.146629,-0.160706,-0.042031,0.089579,-0.014541,0.03689,-0.05364,0.012724,0.178755,0.149225,-0.013069,-0.02264,0.006993,0.03559,-0.034367,0.101128,-0.013402,0.013584,-0.067402,-0.061285,0.043674,-0.120362,0.159392,-0.027919,0.046127,-0.027454,0.125321,-0.033447,0.074322,-0.192533,0.207616,-0.141516,-0.051159,-0.135023,-0.177411,-0.031088
85173,-0.104144,-0.066926,-0.122615,0.1935,-0.105781,0.069103,0.089614,0.170923,0.091362,-0.011959,-0.02166,0.117695,-0.308331,0.076437,-0.12011,0.044242,0.00149,0.105655,-0.021727,0.006093,0.141239,-0.096029,0.102821,0.007555,-0.058453,0.125249,-0.195271,0.298821,0.052632,-0.016521,-0.044002,0.099829,0.025025,-0.043448,0.019899,-0.160894,-0.072957,0.071065,-0.048023,0.127808,0.110795,0.07029,-0.174688,0.044137,0.024799
85176,0.072584,-0.114013,-0.218348,0.326606,0.210969,0.064463,0.047515,0.096946,0.175405,-0.002759,0.083698,-0.117234,0.065317,0.043213,0.036001,0.029098,-0.017697,0.016152,0.159568,0.093146,0.200965,-0.104685,-0.116776,0.127476,0.037688,-0.016351,0.161665,0.163733,0.066159,0.17575,-0.166319,0.059559,-0.067119,0.192563,-0.385478,0.085813,-0.059703,0.127974,-0.080379,-0.100299,-0.113592,-0.140061,-0.188205,0.116528,-0.037336
85177,-0.202454,0.110256,-0.062356,-0.076355,-0.018667,-0.138587,0.400631,-0.033784,-0.020979,-0.016667,-0.021792,0.039604,0.302381,0.082267,0.108108,-0.001524,0.007634,0.118182,-0.102981,-0.086103,0.132231,0.055474,0.143845,-0.003628,0.099515,0.020971,0.088649,0.136147,-0.08924,-0.025912,-0.000985,0.043392,0.021739,-0.102683,-0.224742,0.074468,0.0,-0.038366,-0.140283,0.176647,-0.010178,0.177378,-0.158297,-0.038911,0.133603
85198,0.001537,-0.125313,-0.078785,0.193024,0.139928,0.04515,-0.051637,0.048589,0.065077,-0.007678,-0.060194,0.035813,0.074468,-0.002796,0.073832,-0.046127,-0.029322,0.053178,0.089632,0.056993,0.155249,-0.073281,0.066455,-0.007331,0.107085,-0.05023,0.056412,0.036504,0.134802,0.007836,0.124227,0.000315,0.073163,-0.116515,-0.014357,0.13313,-0.076532,0.038349,-0.013459,0.121986,0.027242,0.047514,-0.14135,0.128585,0.009016
85208,-0.047458,-0.077501,-0.091084,0.129451,-0.072234,-0.009001,0.097866,0.032058,0.032866,-0.019985,-0.153039,0.052127,-0.039547,0.229239,0.071886,0.005267,0.093434,0.029548,0.031182,0.068452,0.038158,-0.002577,-0.035355,-0.071328,0.071645,-0.082578,0.033349,0.079486,-0.048028,0.020646,0.024786,-0.020573,0.05975,0.007366,0.0,0.096251,-0.027407,0.016334,-0.059257,0.024387,0.099809,0.011344,0.03262,0.00665,-0.009139
85246,-0.097349,-0.213933,-0.225676,0.24725,-0.000774,-0.049053,0.285668,0.033647,0.023339,-0.040451,-0.090568,-0.029379,-0.052295,0.081571,0.058505,0.018206,0.057499,0.023534,0.097689,0.048839,0.028663,-0.003923,-0.07039,-0.007514,-0.001207,-0.096562,0.061527,0.090492,0.028782,0.04779,0.115929,0.078243,-0.038149,-0.022025,0.048581,0.042048,-0.021283,0.080113,-0.054412,0.070207,0.079136,0.029315,-0.019009,0.096342,0.056744
85257,-0.053452,-0.080471,-0.154811,0.198665,0.084008,-0.015873,0.11639,0.012766,0.020378,0.037518,0.00755,-0.014001,-0.068323,0.106774,0.034975,0.002821,0.05007,0.008036,0.09103,0.020493,0.038011,-0.061116,0.059936,-0.018308,0.09409,-0.072602,0.073625,0.039331,0.029061,0.071312,-0.061705,0.077297,-0.031743,0.023888,0.006829,-0.013376,-0.068669,0.087287,-0.049868,0.038638,-0.022819,0.034537,-0.089873,0.109395,-0.009597
85269,-0.017599,-0.093551,-0.21743,0.383577,-0.088618,-0.054782,0.139667,0.027095,0.052266,-0.041521,-0.139676,0.14455,0.138716,0.143091,0.013436,-0.081439,0.114605,0.057657,0.281653,0.047107,-0.002193,-0.113651,0.104779,-0.144228,0.02876,-0.000419,-0.03884,0.205564,0.115983,0.102362,0.013889,-0.056164,0.106711,0.076648,-0.015218,-0.106155,0.013972,0.071161,-0.145364,0.082559,-0.024057,0.018309,0.068283,0.174168,0.031285
85271,-0.026183,-0.099276,-0.216992,0.139296,-0.10296,-0.034433,0.221397,0.083942,-0.025814,0.145737,-0.068879,0.086393,-0.00994,0.103414,0.032757,0.038766,0.016115,0.003381,0.111435,0.047156,0.043245,0.036656,-0.118969,-0.049512,0.082873,-0.090379,0.101763,0.019636,0.091298,0.022222,-0.001918,-0.003203,0.015103,-0.050966,-0.015344,0.035908,-0.008502,0.021768,-0.085862,0.047316,0.010789,-0.02535,-0.042437,0.043603,0.013014
85280,-0.080239,-0.218229,-0.281979,0.261888,0.046323,-0.074139,-0.078178,0.159736,0.003195,-0.007785,-0.211484,0.062415,0.073223,0.00119,-0.009113,0.071331,-0.225573,0.008193,0.026769,0.093575,0.097063,-0.060148,0.059455,0.104053,0.117896,0.081781,0.088441,0.176053,-0.07787,0.107072,-0.081975,0.210219,0.074789,0.029181,0.044347,0.20536,-0.113341,0.021332,-0.141901,-0.034931,-0.240277,0.054232,0.084135,0.055211,0.043286
85293,-0.093168,-0.267123,0.046729,0.017857,0.210526,-0.275362,-0.019,-0.001019,-0.071429,-0.230769,-0.328571,0.021277,0.000208,-0.270985,-0.010857,-0.335644,0.18087,0.399116,1.271053,-0.385863,-0.251572,0.0,-0.319328,-0.203704,0.085271,-0.064286,0.221374,-0.15,0.022059,0.208633,0.160714,-0.035897,-0.010638,-0.134409,-0.086957,-0.006803,-0.020616,-0.020911,-0.114286,-0.096774,-0.269196,0.165058,-0.255453,-0.014084,0.128714
85348,-0.039283,0.029345,-0.091595,0.090403,0.046108,0.052998,0.078038,0.04595,0.074577,0.02578,-0.032586,-0.084423,0.010944,-0.017273,0.041117,0.061878,-0.043218,-0.010137,-0.016943,0.008315,0.098656,-0.048443,-0.005432,0.023469,0.056461,-0.03977,0.019566,-0.047626,0.148773,-0.026648,-0.106996,0.103202,0.017684,0.026131,0.004156,0.050317,-0.140763,0.04366,-0.006213,0.003612,0.075456,-0.056958,-0.002196,0.122164,-0.029466
85349,-0.158354,-0.374074,-0.164497,0.348442,-0.375,-0.105882,0.180451,0.179936,0.089069,-0.193308,-0.168971,-0.03512,-0.103448,-0.044872,-0.051454,0.042453,-0.031674,0.10514,-0.035941,-0.035088,0.075,0.226216,0.248276,-0.026243,0.153191,-0.083641,0.055034,-0.125954,0.160116,0.308658,0.052732,0.130237,-0.012893,-0.03102,0.163437,-0.055757,-0.036043,0.084328,-0.203962,0.058986,0.225413,0.075994,-0.155115,0.116406,-0.117565
85372,-0.069406,-0.068449,-0.169081,0.324247,0.159646,-0.050568,0.18,0.021739,0.051749,-0.040288,-0.175956,-0.087795,0.022576,-0.083198,0.047402,-0.027105,-0.122388,0.011338,-0.069226,0.275218,0.024557,-0.106015,-0.035318,-0.096205,0.086044,0.01089,0.135739,0.126393,0.148211,0.06894,-0.112864,0.112529,-0.078902,-0.24717,0.065664,0.155221,0.030741,0.145763,-0.125151,0.103448,-0.019107,0.141089,-0.116943,0.083469,0.036018
85390,0.086087,-0.111755,0.08411,0.009026,0.147391,-0.013922,-0.060806,0.017238,0.018128,-0.110122,-0.000217,0.083968,0.019466,0.120866,0.053741,-0.026167,-0.168064,-0.088871,0.12531,-0.087881,-0.014078,0.091477,0.090147,0.027564,-0.013869,-0.015914,0.087815,-0.056353,0.007511,0.035818,-0.075478,0.028479,-0.078041,-0.036338,0.007917,0.028576,0.011283,0.07113,-0.111003,0.033361,0.138274,0.019131,0.051754,-0.049374,0.126338
85424,0.039511,-0.0824,-0.16677,0.207568,0.092627,-0.074652,0.002279,0.060937,-0.07101,0.03645,-0.100905,0.082522,0.117701,-0.044605,0.026271,-0.03645,0.016027,0.038084,0.110062,0.014059,0.060075,-0.039693,0.080516,-0.001769,0.006867,0.122099,0.12489,0.023268,-0.075456,0.01262,-0.085236,0.06961,0.042209,0.009099,-0.096358,0.068675,-0.077536,0.006947,-0.118951,0.006152,-0.113396,-0.037868,-0.032582,-0.02115,-0.058767
85427,0.156629,-0.120722,-0.148503,0.281575,0.080773,0.054775,0.02973,-0.030559,0.089199,0.030443,-0.092778,-0.128915,0.17847,0.026233,0.094892,0.029553,-0.017739,0.020244,0.092757,-0.145409,0.040353,0.006825,0.053406,0.012274,0.131509,0.056464,0.012381,-0.176107,0.072187,0.037546,-0.139256,0.09488,-0.016477,0.098538,0.118397,0.047329,-0.123236,0.086715,-0.092939,0.174942,0.049982,0.001229,-0.10299,0.014305,0.061347
85459,-0.082826,-0.021021,-0.028794,0.014021,-0.013251,0.023354,-0.013471,-0.033992,-0.010277,-0.0878,-0.01925,0.004634,-0.097044,0.071145,0.040629,0.029532,0.023711,0.02964,0.046346,-0.132729,0.042792,-0.001177,-0.045294,-0.000705,0.058782,-0.046125,0.053983,0.002517,-0.018246,0.000852,0.003256,-0.11411,0.016969,0.12426,0.016299,0.0715,0.057533,0.011859,-0.023293,0.043577,0.065453,0.020749,-0.049005,0.043246,-0.009421
85488,-0.039767,-0.058368,-0.13786,0.321599,0.079233,0.020289,0.101476,0.098083,0.038983,0.090701,-0.045468,-0.007521,0.018945,0.148125,0.050472,0.018114,-0.226751,0.045039,-0.150687,0.05957,0.080861,-0.080109,0.009424,0.113762,0.092673,0.032817,0.023109,-0.020705,0.052993,-0.307562,0.090755,0.061108,-0.026192,-0.067658,0.020426,0.172081,-0.006742,0.052187,-0.090023,0.116572,-0.004374,0.002834,-0.011163,0.035582,0.0247
85522,-0.28781,-0.098257,-0.056239,0.255121,0.106825,-0.099196,0.165179,-0.1341,0.023599,-0.195965,-0.043011,0.071161,0.0,-0.106643,-0.009785,0.146245,0.177586,0.232797,0.017815,-0.072345,-0.066667,0.005391,0.033512,0.141375,0.348864,-0.093513,0.198885,-0.096124,0.076329,0.065418,-0.244634,0.134653,-0.136126,-0.019192,-0.07312,0.201111,-0.228483,0.015575,-0.173554,-0.075714,-0.086553,0.103215,-0.194785,0.03619,-0.0625
85567,0.0143,-0.273391,-0.236228,0.395985,0.157801,-0.150033,0.138109,0.250426,-0.04289,0.093895,-0.194671,-0.030176,0.053228,-0.033657,0.3365,0.057593,0.176734,0.166732,0.014516,0.079414,0.108919,-0.218217,0.029513,-0.204697,0.077157,-0.062492,0.208214,0.15584,-0.104188,0.084405,-0.159728,-0.034582,-0.138075,-0.121505,-0.127473,0.085962,-0.269426,0.021869,-0.145185,-0.12404,-0.143878,0.005311,-0.095094,-0.223103,-0.113795
85571,-0.239554,0.139194,-0.07717,0.144599,0.022831,0.270833,0.128806,0.011411,0.015385,0.110101,-0.212011,0.12933,-0.46728,-0.216891,-0.294118,-0.010417,-0.17193,0.262712,-0.043624,-0.073684,1.037879,-0.144981,-0.134783,0.120603,0.343049,-0.071786,-0.097122,-0.2749,0.406593,0.041016,-0.103189,-0.023013,-0.124197,-0.136919,0.150142,0.061576,0.109049,0.15272,-0.058076,-0.069364,0.440994,0.086207,-0.208995,0.088629,-0.081413
85593,0.028388,-0.164574,-0.10452,0.186547,0.021164,0.014592,0.047525,0.058502,0.050945,0.016188,-0.092853,0.0619,0.019552,0.054037,0.04574,0.028455,0.018735,0.009932,0.105878,0.01598,0.050195,0.01374,0.053443,-0.000366,0.100098,-0.033435,0.047728,0.081034,0.014232,0.083046,-0.081335,-0.056163,0.063813,-0.009248,-0.048436,0.089077,-0.029942,0.059724,-0.051101,-0.002845,0.01902,0.042487,-0.031662,0.053036,-0.007578
85621,-0.082172,0.02881,-0.121241,0.097456,0.040365,-0.075657,0.188139,0.027236,0.024795,-0.029391,-0.129378,-0.001729,-0.006737,0.066602,0.034099,-0.008024,0.104623,0.033193,0.099483,0.00127,0.001974,-0.019979,0.044506,-0.078164,0.096422,-0.001677,0.090178,0.030697,-0.003597,-0.016142,0.015293,-0.002192,-0.041016,-0.010862,0.051047,0.033303,0.015641,0.051878,-0.053054,0.009136,0.1346,0.031371,0.004926,0.033624,0.04609
85627,0.069625,-0.114231,-0.220821,0.359592,0.006817,0.004401,0.052667,0.098781,0.046994,-0.06086,-0.114744,-0.080255,0.252378,0.043808,0.063514,0.022129,0.017526,0.059524,0.1618,-0.079522,-0.006938,-0.007671,0.035471,-0.070488,0.047304,-0.015808,0.093391,-0.063865,0.064632,0.033094,-0.083742,0.059296,-0.05282,0.08274,0.081348,0.014628,-0.088456,0.015625,-0.00668,0.015504,0.036159,0.049438,-0.089127,0.00406,0.007885
85631,-0.108808,-0.180233,-0.014539,0.245052,-0.015318,-0.109774,0.186944,0.051389,0.118098,-0.069707,-0.18669,0.092755,-0.03058,-0.084611,0.074074,-0.044918,0.040123,0.067009,0.099859,-0.055556,0.123366,-0.045333,-0.041899,-0.100451,0.042722,0.038429,0.120272,-0.030848,0.134085,0.112022,0.018502,0.024,-0.062881,-0.023587,0.090587,0.076571,-0.053743,0.005436,0.027218,0.044283,0.077511,-0.03129,-0.100816,0.189519,-0.087173
85645,-0.079414,-0.081155,-0.157399,0.235984,0.071959,0.015388,0.055144,0.033519,0.008718,-0.010234,-0.104627,-0.026815,0.048465,0.036787,0.024707,0.118927,0.056785,-0.004003,0.025454,0.001968,0.098187,-0.004286,-0.05402,-0.031122,0.024078,-0.063393,0.057356,-0.006196,0.051703,-0.004049,-0.08998,0.056822,0.040401,0.034812,0.080909,-0.009061,-0.01879,0.083254,-0.044509,0.019264,0.077411,0.02439,-0.049505,0.019469,-0.048291
85653,-0.105448,-0.081197,-0.033915,-0.040333,-0.136048,0.113591,0.050164,0.03125,-0.001082,0.059009,-0.039558,0.000221,0.02994,0.02415,0.080131,-0.067477,-0.027416,0.000231,0.125181,0.103979,0.034302,0.049593,0.006275,0.013023,-0.0546,-0.081487,0.0618,0.037426,0.082691,0.020779,-0.005305,0.010286,0.031486,-0.001133,0.045369,0.020072,-0.045737,0.089724,-0.075123,0.077529,0.017166,-0.013106,-0.003006,-0.058048,-0.002201
85663,-0.094094,-0.275098,0.009592,0.390143,0.20205,0.050107,0.294078,0.089958,0.029031,0.088366,-0.259854,-0.014761,-0.150705,0.117606,0.01238,0.243045,0.021397,0.096075,0.112039,0.055117,0.029208,-0.042933,0.080403,-0.121921,0.148467,-0.044487,0.064269,0.10808,0.064097,0.134148,0.038358,0.091426,0.074711,-0.011692,0.076948,0.036418,0.011172,0.110954,-0.055674,-0.009361,0.029529,-0.099726,-0.187825,0.123235,-0.020417
85675,-0.026789,-0.110106,-0.005745,0.125778,0.029609,-0.001534,-0.011521,0.015151,0.0708,0.027877,-0.05007,0.097365,-0.014676,-0.004401,-0.035022,0.004933,-0.017532,0.071021,0.039987,-0.032361,0.113907,-0.002378,0.058701,-0.012102,0.114245,-0.046535,0.064629,0.080353,0.126603,-0.049669,-0.09081,0.050539,0.073415,-0.080076,0.045486,0.006405,0.048058,0.126256,-0.06953,0.079121,-0.045177,0.061276,0.008222,0.089163,0.023627
85686,-0.075795,-0.177249,-0.131833,-0.17037,0.087054,0.063655,0.158301,0.048333,-0.004769,-0.030351,-0.153213,0.107004,-0.029877,-0.041667,0.117202,-0.043993,0.065487,0.028239,0.132472,-0.077033,-0.092736,-0.061329,0.045372,-0.024306,0.160142,0.099693,0.041841,-0.036011,0.22483,0.199547,0.134216,0.004167,0.203319,-0.033793,-0.148465,0.16513,-0.284173,0.542714,-0.010424,0.013825,0.005844,0.040026,0.134078,0.201423,0.020957
85710,-0.076503,-0.092984,-0.047604,0.163999,-0.012068,-0.056615,0.085042,0.038077,-0.004826,0.020474,0.078669,-0.086008,-0.055228,-0.015607,-0.120973,-0.028194,0.053023,0.08036,0.112764,0.120053,0.038268,-0.046072,0.032842,-0.049895,0.359714,-0.053491,0.03914,0.057644,-0.065326,0.044145,0.061089,0.0,0.112464,-0.282001,0.066907,0.144164,-0.064477,0.112762,-0.098193,-0.06585,-0.001589,0.031499,-0.003092,0.065917,-0.050674
85724,0.072813,-0.252093,-0.230996,0.236015,-0.562306,0.128895,0.268507,-0.147379,-0.064965,-0.115385,-0.082749,0.022936,-0.295964,-0.33121,0.193651,-0.095745,-0.120588,0.174883,-0.015059,-0.069364,-0.263975,-0.075949,0.360731,-0.026846,0.110345,-0.186335,0.049618,0.992727,-0.078467,0.128713,-0.045614,0.358456,0.009472,-0.032172,-0.353186,0.002141,0.09188,0.074364,-0.074681,0.141732,0.010345,0.187713,-0.198276,-0.043011,-0.058052
85726,-0.018041,-0.005249,-0.121372,0.081081,-0.055556,0.105882,0.140957,-0.032634,-0.026506,0.024752,0.041063,0.025522,-0.013575,0.12156,-0.010225,-0.049587,0.032609,0.027368,0.036885,0.118577,0.020318,-0.018182,0.063492,-0.067993,0.012456,-0.012302,0.087189,0.03928,0.133858,-0.001389,-0.045897,-0.008746,-0.054412,0.048212,-0.035608,0.003077,0.050613,-0.00292,0.029283,0.226173,0.12413,0.063984,0.055286,0.057904,-0.009557
85738,-0.101178,-0.171531,-0.173257,0.269565,-0.055479,-0.036258,0.007524,0.073189,-0.07794,-0.003774,-0.102273,0.091139,-0.097448,-0.163668,0.088115,-0.228343,0.072605,0.046644,-0.201087,-0.068027,0.075912,0.048847,0.13066,0.05492,0.006508,-0.059267,0.144445,-0.077169,0.186551,0.000914,-0.022831,0.037383,0.19009,0.056775,-0.160458,-0.032423,-0.025573,0.01086,-0.014324,0.269755,-0.075823,0.077399,0.133621,0.078581,-0.086369
85741,-0.0123,-0.115816,-0.14507,0.397034,0.104953,0.008538,0.069841,0.013848,0.085854,-0.01168,-0.019091,0.009268,0.041322,0.104056,0.007188,-0.04996,-0.046102,0.016696,0.044944,0.028122,0.054927,-0.013783,0.004658,0.103181,0.0327,-0.085558,0.029192,0.084,0.125421,-0.005992,-0.092827,0.13588,0.00705,-0.096558,-0.010383,0.045902,-0.052038,-0.027963,-0.000685,-0.023989,-0.015559,0.033046,-0.099444,0.069498,0.052364
